year,country_code,population,gdp_per_capita_2011ppp,gdp_per_capita_current_ppp,gdp_per_capita_current_usd
2006,CYM,50740.00000000000,76373.3192149262000,70105.8999149482000,83322.78344346230000
2007,CYM,52280.00000000000,76467.8597424068000,72078.2533523643000,85434.26817409340000
2008,CYM,53836.00000000000,73992.3422542992000,71101.4710019968000,85187.84023520830000
2009,CYM,55322.00000000000,66820.1437848546000,64698.9904342842000,77398.01584399160000
2010,CYM,56672.00000000000,63457.0364511922000,62158.6030446546000,73350.78482190670000
2011,CYM,57878.00000000000,62861.1807436011000,62861.1807436011000,72328.41164090600000
2012,CYM,58958.00000000000,62468.5588603167000,63666.6114959326000,72783.32043760400000
2013,CYM,59932.00000000000,62239.5269165790000,64546.3860547750000,73515.89531778560000
2014,CYM,60848.00000000000,62929.8731176917000,66497.0115338172000,74990.43322237750000
2015,CYM,61724.00000000000,63794.3363234792000,68131.3245725060000,76280.48625282450000
2016,CYM,62569.00000000000,64881.3647484275000,70049.9818450345000,78296.09992723320000
2017,CYM,63382.00000000000,65995.8092143796000,72607.5707671530000,81124.51347948210000
2018,CYM,64174.00000000000,,,
2006,CYP,1045507.00000000000,34526.9399905126000,29984.3650676861000,26729.32340458020000
2007,CYP,1063713.00000000000,35522.7340606105000,32849.7769235572000,31244.92622397220000
2008,CYP,1081563.00000000000,35905.1594589531000,34830.3698994386000,35397.36368379010000
2009,CYP,1098083.00000000000,34249.6967636470000,33891.6745300468000,32109.24251485790000
2010,CYP,1112612.00000000000,34037.8033398338000,33421.0426186656000,31023.63833097910000
2011,CYP,1124833.00000000000,33313.5372341647000,33313.5372341647000,32396.38574371210000
2012,CYP,1135046.00000000000,31678.8969837147000,31834.4995572679000,28912.15693904030000
2013,CYP,1143866.00000000000,29671.8493507179000,30375.2171825294000,27729.19269907350000
2014,CYP,1152285.00000000000,29441.1130712668000,30042.8128905172000,27129.62612112980000
2015,CYP,1160985.00000000000,30608.4346088077000,31722.3665130378000,23333.71491121290000
2016,CYP,1170187.00000000000,32523.9346618151000,34379.4643669454000,24532.51905882690000
2017,CYP,1179680.00000000000,33628.1167131436000,36875.1273894248000,26338.69434431360000
2018,CYP,1189265.00000000000,34569.2098653756000,38513.2845672751000,28689.69857896460000
2006,CZE,10238905.00000000000,27473.6271233417000,23776.4870553843000,15183.63605413750000
2007,CZE,10298828.00000000000,28844.0671942979000,26124.8954490421000,18373.64899769130000
2008,CZE,10384603.00000000000,29373.1092319580000,27844.7953264656000,22698.85395726050000
2009,CZE,10443936.00000000000,27803.5871619367000,27599.3008601602000,19741.59762798260000
2010,CZE,10474410.00000000000,28352.9493967297000,27667.4328953053000,19808.07109125180000
2011,CZE,10496088.00000000000,28797.4179611691000,28797.4179611691000,21717.45793922020000
2012,CZE,10510785.00000000000,28527.1387346557000,29047.2464395949000,19729.87051117630000
2013,CZE,10514272.00000000000,28379.7461176561000,30485.7141541113000,19916.01938737220000
2014,CZE,10525347.00000000000,29119.6166121304000,32263.3157548997000,19744.55860921590000
2015,CZE,10546059.00000000000,30605.4205211307000,33691.4242392608000,17715.61685230090000
2016,CZE,10566332.00000000000,31295.2595238937000,35230.5224608776000,18463.38657565640000
2017,CZE,10594438.00000000000,32570.7811794526000,38019.5805142032000,20379.89603964170000
2018,CZE,10629928.00000000000,33435.5091806595000,39743.5970941416000,23078.57348656910000
2006,DEU,82376451.00000000000,39051.6879281539000,34124.8742659227000,36323.44774218220000
2007,DEU,82266372.00000000000,40270.8340694922000,36252.4119582804000,41587.21289842640000
2008,DEU,82110097.00000000000,40735.7292740621000,37802.3874303197000,45427.15167748900000
2009,DEU,81902307.00000000000,38512.4135506571000,36823.3802837696000,41485.90164951390000
2010,DEU,81776930.00000000000,40183.3485239356000,38949.5497636642000,41531.93419786890000
2011,DEU,80274983.00000000000,42541.5310884096000,42541.5310884096000,46644.77602796800000
2012,DEU,80425823.00000000000,42639.8924271334000,43359.6148271723000,43858.36305510760000
2013,DEU,80645605.00000000000,42705.7915270382000,44993.8927459315000,46285.76406884070000
2014,DEU,80982500.00000000000,43474.6751550221000,47011.5510935131000,47959.99327375990000
2015,DEU,81686611.00000000000,43849.7692345755000,47683.7885959958000,41139.54456855330000
2016,DEU,82348669.00000000000,44467.2187884042000,49516.0826931853000,42098.92044535450000
2017,DEU,82657002.00000000000,45393.3854545760000,52055.3099535207000,44240.04410996040000
2018,DEU,82905782.00000000000,45936.1827126952000,53074.5401181641000,47603.02763287570000
2006,DJI,794563.00000000000,,,967.66862291956500
2007,DJI,805451.00000000000,,,1052.72565197384000
2008,DJI,816358.00000000000,,,1223.85686092098000
2009,DJI,827823.00000000000,,,1267.31280083416000
2010,DJI,840198.00000000000,,,1343.26872994437000
2011,DJI,853674.00000000000,2744.2686545120800,2744.2686545120800,1451.54297984389000
2012,DJI,868136.00000000000,,,1559.24065068226000
2013,DJI,883293.00000000000,,,2312.72880330353000
2014,DJI,898696.00000000000,,,2466.01833154344000
2015,DJI,913993.00000000000,,,2675.60537449629000
2016,DJI,929112.00000000000,,,2818.37685569239000
2017,DJI,944097.00000000000,,,2930.70317165342000
2018,DJI,958920.00000000000,,,3082.54309871957000
2006,DMA,70718.00000000000,9088.2210388713100,8342.4148787226900,5518.39910840448000
2007,DMA,70795.00000000000,9655.1519039400100,9100.9018355173300,5952.05666857620000
2008,DMA,70827.00000000000,10337.9974799628000,9934.0932540567500,6469.14573799801000
2009,DMA,70851.00000000000,10213.6070949908000,9889.3841034822900,6902.85716974119000
2010,DMA,70878.00000000000,10278.3810697914000,10068.0688003805000,6967.24522993605000
2011,DMA,70916.00000000000,10249.8954096293000,10249.8954096293000,7065.05296824830000
2012,DMA,70965.00000000000,10134.3685192490000,10328.7304052329000,6848.41823434087000
2013,DMA,71016.00000000000,10025.8418054798000,10397.4417506090000,7016.67647144723000
2014,DMA,71085.00000000000,10461.6213347135000,11054.6314507234000,7318.10378289945000
2015,DMA,71183.00000000000,10166.0724445743000,10857.2017715934000,7596.43506226258000
2016,DMA,71307.00000000000,10407.8372319508000,11236.9524280375000,8080.96862341186000
2017,DMA,71458.00000000000,9679.6661348036700,10649.4192927032000,7274.72133332918000
2018,DMA,71625.00000000000,9875.7888874489100,11129.8611927628000,7691.34509727878000
2006,DNK,5437272.00000000000,46159.9165876703000,37295.6593508184000,52026.99951427230000
2007,DNK,5461438.00000000000,46373.5130736021000,38968.5153979593000,58487.05496776960000
2008,DNK,5493621.00000000000,45865.7963208042000,41278.3268270571000,64322.06350208420000
2009,DNK,5523095.00000000000,43382.6156875800000,40339.6771281296000,58163.27687628150000
2010,DNK,5547683.00000000000,43998.4261011607000,42999.6161350660000,58041.39843633850000
2011,DNK,5570572.00000000000,44403.3848413929000,44403.3848413929000,61753.64713197700000
2012,DNK,5591572.00000000000,44336.8170260650000,44803.9682421214000,58507.50805178520000
2013,DNK,5614932.00000000000,44564.4530682896000,46726.8541437832000,61191.19370420280000
2014,DNK,5643475.00000000000,45057.0834489799000,47901.4473627066000,62548.98473329080000
2015,DNK,5683483.00000000000,45787.9839502628000,49058.5010658416000,53254.85600396310000
2016,DNK,5728010.00000000000,46906.7536072668000,50877.4472936396000,54663.99837191950000
2017,DNK,5764980.00000000000,47554.9213234772000,54282.5477398365000,57141.05983504130000
2018,DNK,5793636.00000000000,48419.4378830040000,55671.1652650668000,61350.34790939860000
2006,DOM,9218686.00000000000,9858.4091967383300,9049.3991301096800,4134.68378533407000
2007,DOM,9338861.00000000000,10453.2354476701000,9853.1717179896000,4707.79670773682000
2008,DOM,9458075.00000000000,10652.7462558676000,10236.5448359514000,5087.99111757380000
2009,DOM,9576737.00000000000,10620.2944384309000,10283.1614743855000,5039.40742268002000
2010,DOM,9695121.00000000000,11365.4939983419000,11132.9376434513000,5555.39094900238000
2011,DOM,9813210.00000000000,11580.5687761449000,11580.5687761449000,5913.43442167530000
2012,DOM,9930911.00000000000,11754.2730555165000,11979.7022645590000,6110.36952132879000
2013,DOM,10048224.00000000000,12183.3965550424000,12634.9645708940000,6238.13309701676000
2014,DOM,10165178.00000000000,12892.3252408993000,13623.1182071266000,6608.83225697836000
2015,DOM,10281680.00000000000,13629.1765203361000,14555.7411939284000,6921.51737075206000
2016,DOM,10397743.00000000000,14374.5065013794000,15519.6168168975000,7280.87316423465000
2017,DOM,10513131.00000000000,14880.1907157502000,16370.9561756104000,7609.34549150864000
2018,DOM,10627165.00000000000,15748.3843065322000,17748.1853186175000,8050.63160184635000
2006,DZA,33641002.00000000000,12397.4670476696000,11380.0944227252000,3478.81854327462000
2007,DZA,34166972.00000000000,12621.6441718317000,11897.1038212039000,3950.56160744508000
2008,DZA,34730608.00000000000,12714.8135075909000,12218.0473865624000,4923.54009872171000
2009,DZA,35333881.00000000000,12697.6907797038000,12294.6124889925000,3883.37814284703000
2010,DZA,35977455.00000000000,12919.4910536141000,12655.1374103049000,4480.72453900113000
2011,DZA,36661444.00000000000,13046.1285113709000,13046.1285113709000,5455.74133764262000
2012,DZA,37383887.00000000000,13229.0087109151000,13482.7211230765000,5592.32609806051000
2013,DZA,38140132.00000000000,13329.7707580155000,13823.8282325269000,5499.58148704572000
2014,DZA,38923687.00000000000,13557.7697574639000,14326.2830078940000,5493.02558996263000
2015,DZA,39728025.00000000000,13774.7589203470000,14711.2208543312000,4177.86751715913000
2016,DZA,40551404.00000000000,13926.9104885426000,15036.3641495916000,3946.42144458830000
2017,DZA,41389198.00000000000,13822.3890868998000,15207.1791488773000,4044.29837226523000
2018,DZA,42228429.00000000000,13737.3560625058000,15481.7876195754000,4114.71506136896000
2006,ECU,14059384.00000000000,8779.6121068698500,8059.1313037497300,3328.88297239765000
2007,ECU,14296557.00000000000,8823.0518710252400,8316.5681665878800,3567.83643782206000
2008,ECU,14535739.00000000000,9229.5343042107200,8868.9375913713500,4249.01926210976000
2009,ECU,14774424.00000000000,9131.8684304726900,8841.9843892076300,4231.61579767847000
2010,ECU,15011117.00000000000,9304.7280858667900,9114.3383283064100,4633.59035839904000
2011,ECU,15243883.00000000000,9883.5800285423800,9883.5800285423800,5200.55579014874000
2012,ECU,15474102.00000000000,10285.8667382718000,10483.1341313445000,5682.04500655353000
2013,ECU,15707474.00000000000,10634.2778933041000,11028.4290437324000,6056.33082696810000
2014,ECU,15951838.00000000000,10868.1194141035000,11484.1716060503000,6377.09153014217000
2015,ECU,16212020.00000000000,10704.2732626449000,11431.9915842066000,6124.49164262072000
2016,ECU,16491115.00000000000,10394.0607595063000,11222.0784862150000,6060.09332904415000
2017,ECU,16785361.00000000000,10453.7098956813000,11501.0102924017000,6213.50127649921000
2018,ECU,17084357.00000000000,10412.1992692172000,11734.3873890471000,6344.87197850057000
2006,EGY,76873663.00000000000,8540.7187697650400,7839.8422568211200,1398.19062441416000
2007,EGY,78232126.00000000000,8987.2530957212600,8471.3434867587000,1667.84372052600000
2008,EGY,79636079.00000000000,9460.6261044176800,9091.0006648006200,2044.52785549853000
2009,EGY,81134798.00000000000,9719.8541584255800,9411.3049688041800,2329.23947996771000
2010,EGY,82761235.00000000000,10019.3097059591000,9814.2984548794800,2644.81703909751000
2011,EGY,84529250.00000000000,9982.8457016646800,9982.8457016646800,2791.95496186249000
2012,EGY,86422240.00000000000,9981.5519611199000,10172.9830562616000,3232.64889178794000
2013,EGY,88404640.00000000000,9970.9757655792100,10340.5421440703000,3264.37878715277000
2014,EGY,90424654.00000000000,10032.4820516833000,10601.1666900382000,3378.83135785555000
2015,EGY,92442547.00000000000,10242.5343552391000,10938.8618617073000,3598.97094820210000
2016,EGY,94447072.00000000000,10460.9064177320000,11294.2492422293000,3525.02016450058000
2017,EGY,96442593.00000000000,10672.8002218453000,11742.0500879694000,2440.51017311107000
2018,EGY,98423595.00000000000,11013.7354925474000,12412.3094005832000,2549.13225178609000
2006,ERI,2918205.00000000000,2193.9295063407600,2013.8891955073900,415.03659944205300
2007,ERI,2996536.00000000000,2167.0642362541100,2042.6647950883900,439.83269049893300
2008,ERI,3062779.00000000000,1912.7748840207300,1838.0430164264100,450.63284030614000
2009,ERI,3119920.00000000000,1950.5333391375800,1888.6151795324000,595.10998718541200
2010,ERI,3170435.00000000000,1961.5717136747300,1921.4347897842800,667.74417775324900
2011,ERI,3213972.00000000000,2102.9540598034700,2102.9540598034700,811.37602860210800
2012,ERI,,,,
2013,ERI,,,,
2014,ERI,,,,
2015,ERI,,,,
2016,ERI,,,,
2017,ERI,,,,
2018,ERI,,,,
2006,ESP,44397319.00000000000,33573.6908249406000,30688.3662172506000,28365.31348963460000
2007,ESP,45226803.00000000000,34145.9617790786000,32438.1733867257000,32549.97097855130000
2008,ESP,45954106.00000000000,33903.6729869111000,33263.2723985249000,35366.25960119830000
2009,ESP,46362946.00000000000,32340.0790850804000,32098.9750530883000,32042.47407866170000
2010,ESP,46576897.00000000000,32244.0003944715000,31680.1853932351000,30502.71970807760000
2011,ESP,46742697.00000000000,31867.9732396862000,31867.9732396862000,31636.44631425580000
2012,ESP,46773055.00000000000,30904.7875316403000,31720.1199986535000,28324.42933639180000
2013,ESP,46620045.00000000000,30561.1575530924000,32434.0032017704000,29059.54795223210000
2014,ESP,46480882.00000000000,31076.8617156991000,33525.7406299089000,29461.55033373890000
2015,ESP,46444832.00000000000,32293.7596624386000,34912.4761266679000,25732.01836474540000
2016,ESP,46484062.00000000000,33244.9530988233000,36554.9345486964000,26505.62432849190000
2017,ESP,46593236.00000000000,34125.8082669423000,38888.7354742421000,28100.85228483030000
2018,ESP,46796540.00000000000,34830.5444428722000,39715.4390594866000,30370.89232522470000
2006,EST,1346810.00000000000,25335.5491153427000,19313.2642372794000,12631.56777236150000
2007,EST,1340680.00000000000,27378.9727073440000,22170.2522577934000,16741.93912456680000
2008,EST,1337090.00000000000,26055.4424551826000,22830.0903163589000,18227.12007819390000
2009,EST,1334515.00000000000,22337.6525059237000,20597.9334728765000,14794.97079264490000
2010,EST,1331475.00000000000,22994.6925123589000,21796.6100997635000,14784.38108069490000
2011,EST,1327439.00000000000,24780.9787761938000,24780.9787761938000,17624.04413993350000
2012,EST,1322696.00000000000,25643.3501993513000,26190.5529510261000,17534.42154419230000
2013,EST,1317997.00000000000,26081.2137870887000,27642.5853670431000,19174.10072910800000
2014,EST,1314545.00000000000,26930.8799840866000,29135.7043979166000,20367.10265667990000
2015,EST,1315407.00000000000,27409.7501226882000,29397.1298449963000,17522.23018625200000
2016,EST,1315790.00000000000,28122.8679253098000,30913.2051238477000,18237.29584326830000
2017,EST,1317384.00000000000,29703.6118156970000,33675.4577075001000,20337.84972894420000
2018,EST,1321977.00000000000,31035.3936194217000,35973.7764604798000,23266.34627187510000
2006,ETH,78489206.00000000000,793.5081278193130,728.3905159869830,194.68743045511800
2007,ETH,80674348.00000000000,860.4585505913090,811.0642774317630,244.28603715272200
2008,ETH,82916235.00000000000,927.5142964638210,891.2764327328490,326.43682669893100
2009,ETH,85233913.00000000000,981.7182082241410,950.5543293585780,380.56904786288500
2010,ETH,87639964.00000000000,1074.5946130340200,1052.6066724985100,341.55411490517900
2011,ETH,90139927.00000000000,1161.5814339768800,1161.5814339768800,354.47957584134700
2012,ETH,92726971.00000000000,1226.8226168712600,1250.3512222431600,467.07792724171800
2013,ETH,95385785.00000000000,1318.8326488824700,1367.7141442688900,499.53157205990700
2014,ETH,98094253.00000000000,1413.9625177879800,1494.1120519643800,566.92646646198400
2015,ETH,100835458.00000000000,1518.4748714501100,1621.7067263992500,640.54189131368200
2016,ETH,103603501.00000000000,1617.3226687074700,1746.1627698462800,717.12459293328500
2017,ETH,106400024.00000000000,1724.4825412497600,1897.2490774949000,768.42502553153200
2018,ETH,109224559.00000000000,1794.2908057769100,2022.1379613660500,772.31353026135700
2006,FIN,5266268.00000000000,40555.6743436468000,34419.3806467610000,41188.09369973020000
2007,FIN,5288720.00000000000,42523.4289950547000,37801.7845348240000,48414.84509297220000
2008,FIN,5313399.00000000000,42657.7639157729000,40083.6972699668000,53554.03892246730000
2009,FIN,5338871.00000000000,39026.2249382548000,37980.0651571834000,47293.99283350420000
2010,FIN,5363352.00000000000,40085.7556713067000,38953.3575952203000,46459.97325485430000
2011,FIN,5388272.00000000000,40916.8385790274000,40916.8385790274000,51081.99767031270000
2012,FIN,5413971.00000000000,40153.5755063693000,40873.0953326066000,47710.79021694150000
2013,FIN,5438972.00000000000,39608.4761399405000,41493.1416470359000,49878.04324445360000
2014,FIN,5461512.00000000000,39301.0587627280000,41757.4021894413000,50260.29985889580000
2015,FIN,5479531.00000000000,39391.4157992519000,42535.4751653460000,42811.21299364350000
2016,FIN,5495303.00000000000,40310.5936576040000,44015.5299223421000,43777.44008880750000
2017,FIN,5508214.00000000000,41443.2139729749000,46735.4107423245000,46191.93115576810000
2018,FIN,5515525.00000000000,42060.8041222770000,48416.9360299400000,50152.34014113030000
2006,FJI,827870.00000000000,7509.0515617124600,6892.8366954976700,3747.86071607455000
2007,FJI,836190.00000000000,7371.0968006079800,6947.9619864969800,4072.10156984329000
2008,FJI,845361.00000000000,7366.4329497970800,7078.6273661680200,4167.67028471654000
2009,FJI,853637.00000000000,7193.9038095547600,6965.5389437375000,3362.81655514032000
2010,FJI,859818.00000000000,7353.2170548364300,7202.7583633583900,3652.52743714193000
2011,FJI,863449.00000000000,7520.3736552892900,7520.3736552892900,4371.45751012411000
2012,FJI,865069.00000000000,7612.2277351431600,7758.2187691510200,4591.55578402956000
2013,FJI,865608.00000000000,7967.6428914836600,8262.9573118316800,4840.69371615802000
2014,FJI,866453.00000000000,8405.9051658729500,8882.3883646141500,5605.57033080847000
2015,FJI,868627.00000000000,8775.9209410590000,9372.5423370834200,5390.74523711745000
2016,FJI,872399.00000000000,8957.2808713252700,9670.8410011122900,5651.31805482702000
2017,FJI,877459.00000000000,9388.8235704923800,10329.4387920970000,6101.03083866498000
2018,FJI,883483.00000000000,9653.6183729335800,10879.4784622426000,6266.96796528074000
2006,FRA,63621381.00000000000,37006.9948682535000,32434.8602641226000,36443.62344144110000
2007,FRA,64016225.00000000000,37670.5278385710000,34088.3600835306000,41508.43398504160000
2008,FRA,64374984.00000000000,37556.0958767286000,35095.2629574491000,45334.11443582460000
2009,FRA,64707040.00000000000,36289.8030247628000,34685.1737969300000,41575.41874837370000
2010,FRA,65027507.00000000000,36814.9211415710000,35900.0455682618000,40638.33400426000000
2011,FRA,65342780.00000000000,37440.6386298685000,37440.6386298685000,43790.73204820190000
2012,FRA,65659809.00000000000,37376.5354315283000,37679.1217798605000,40874.70350534570000
2013,FRA,65998687.00000000000,37398.9261188899000,39523.8539542181000,42592.93409433420000
2014,FRA,66312067.00000000000,37575.8118189750000,40141.5854776220000,43008.64738171070000
2015,FRA,66548272.00000000000,37835.8070772935000,40833.2420664584000,36613.37521596130000
2016,FRA,66721256.00000000000,38097.8770387235000,42047.2872382377000,36962.22229011800000
2017,FRA,66865144.00000000000,38955.8339665168000,44255.9416401023000,38679.12714824190000
2018,FRA,66977107.00000000000,39555.5446627534000,45342.3957360832000,41463.64402270340000
2006,FRO,47792.00000000000,,,41522.54385717410000
2007,FRO,47825.00000000000,,,47885.69887868290000
2008,FRO,47820.00000000000,,,50866.08109822140000
2009,FRO,47808.00000000000,,,47447.87003660770000
2010,FRO,47814.00000000000,,,48530.23384928130000
2011,FRO,47823.00000000000,,,52083.88914483640000
2012,FRO,47843.00000000000,,,49459.71723383720000
2013,FRO,47892.00000000000,,,54853.62559678760000
2014,FRO,47960.00000000000,,,59440.03076060040000
2015,FRO,48051.00000000000,,,52404.65933313790000
2016,FRO,48173.00000000000,,,55822.91472034380000
2017,FRO,48331.00000000000,,,
2018,FRO,48497.00000000000,,,
2006,FSM,105371.00000000000,3287.8079855991500,3018.0007880675600,2406.18257538549000
2007,FSM,104444.00000000000,3256.0834256816800,3069.1692808366300,2458.61084288328000
2008,FSM,103543.00000000000,3205.3108608974500,3080.0797796780700,2541.40892779266000
2009,FSM,102975.00000000000,3258.2225261309200,3154.7927931680700,2721.87004672743000
2010,FSM,102911.00000000000,3333.9100055776700,3265.6928248248100,2885.44589035841000
2011,FSM,103450.00000000000,3422.2892095701900,3422.2892095701900,3009.19823187339000
2012,FSM,104506.00000000000,3324.4666483496900,3388.2248989438500,3131.38628178750000
2013,FSM,105926.00000000000,3159.2069010829900,3276.3004213949900,2994.67883329150000
2014,FSM,107446.00000000000,3042.7009197856700,3215.1744176973700,2971.45688395377000
2015,FSM,108895.00000000000,3140.9727920424500,3354.5083952741700,2906.37722112463000
2016,FSM,110215.00000000000,3131.2906457995800,3380.7373463904100,3014.70001812410000
2017,FSM,111459.00000000000,3179.3915740133100,3497.9175413514400,3289.70122265962000
2018,FSM,112640.00000000000,3152.7154042687200,3553.0614546034500,3568.29082936098000
2006,GAB,1430152.00000000000,16023.1397552377000,14708.2337595245000,7214.91454358538000
2007,GAB,1472575.00000000000,16496.4873678855000,15549.5132194360000,8447.07859120620000
2008,GAB,1518540.00000000000,15467.8971214347000,14863.5683793029000,10212.81943205420000
2009,GAB,1568928.00000000000,14990.6391350679000,14514.7729871152000,7690.05223487234000
2010,GAB,1624140.00000000000,15507.7275528356000,15190.4144124785000,8840.73066379785000
2011,GAB,1684635.00000000000,16011.1245045144000,16011.1245045144000,10795.50058021960000
2012,GAB,1749682.00000000000,16225.3875240525000,16536.5659575193000,9814.03899241886000
2013,GAB,1817071.00000000000,16504.6131348150000,17116.3436462546000,9680.82433880273000
2014,GAB,1883800.00000000000,16606.9190226429000,17548.2712911969000,9650.57437612745000
2015,GAB,1947686.00000000000,16685.2323042237000,17819.5595910343000,7381.74674851952000
2016,GAB,2007873.00000000000,16523.5857795859000,17839.8973012187000,6979.70919563581000
2017,GAB,2064823.00000000000,16144.9352967905000,17762.4086445387000,7212.53574430676000
2018,GAB,2119275.00000000000,15861.5853554197000,17875.7611482905000,7952.52589277651000
2006,GBR,60846820.00000000000,38159.1412628676000,34767.0011352627000,44599.69756856970000
2007,GBR,61322463.00000000000,38783.4471182620000,35600.0077931191000,50566.82659568280000
2008,GBR,61806995.00000000000,38371.2205218896000,36660.1925635403000,47286.99849283670000
2009,GBR,62276270.00000000000,36464.4201816603000,35003.4974183980000,38713.13742833530000
2010,GBR,62766365.00000000000,36885.0281134470000,36340.7338744538000,39435.83990185050000
2011,GBR,63258810.00000000000,37161.4906866096000,37161.4906866096000,42038.50047903490000
2012,GBR,63700215.00000000000,37449.7792403054000,38311.8460772243000,42462.71490694270000
2013,GBR,64128273.00000000000,37995.7638951870000,39971.0253628526000,43444.56484273890000
2014,GBR,64602298.00000000000,38693.8932626594000,41259.0009441734000,47417.63504846390000
2015,GBR,65116219.00000000000,39291.7357687201000,42509.8881664337000,44966.10192526650000
2016,GBR,65611593.00000000000,39760.4942523233000,43543.5878330358000,41074.16727965210000
2017,GBR,66058859.00000000000,40228.6629724942000,45378.9977418279000,40361.41738321590000
2018,GBR,66460344.00000000000,40522.2466079020000,45973.5735044198000,42943.90226980530000
2006,GEO,3880347.00000000000,6031.0091107631900,5536.0867571495200,1996.05712927664000
2007,GEO,3860158.00000000000,6825.1574082174600,6433.3620229002800,2635.35388202963000
2008,GEO,3848449.00000000000,7011.4967100901700,6737.5584394898400,3324.73587905411000
2009,GEO,3814419.00000000000,6815.8100003533100,6599.4474276289900,2822.66743023352000
2010,GEO,3786695.00000000000,7294.7832336990400,7145.5201925330800,3233.29594347421000
2011,GEO,3756441.00000000000,7897.6962549710600,7897.6962549710600,4021.74330617286000
2012,GEO,3728874.00000000000,8465.2720201470500,8627.6231555017500,4421.81824228013000
2013,GEO,3717668.00000000000,8796.4568964879500,9122.4906563944100,4623.72955388974000
2014,GEO,3719414.00000000000,9179.1900002044600,9699.5063405442500,4739.20356526134000
2015,GEO,3725276.00000000000,9439.6882349879700,10081.4351252139000,4014.18594419329000
2016,GEO,3727505.00000000000,9707.6306822210300,10480.9656160071000,4062.16988757379000
2017,GEO,3728004.00000000000,10172.2352008277000,11191.3361771962000,4357.01162453036000
2018,GEO,3726549.00000000000,10651.9420869667000,12004.5738332821000,4717.14302573577000
2006,GHA,22379055.00000000000,2600.7867618123400,2387.3585474350300,911.99867561652500
2007,GHA,22963946.00000000000,2644.7168820024700,2492.8979849626100,1078.16050942235000
2008,GHA,23563825.00000000000,2813.2145561337300,2703.3026268838800,1210.62225723084000
2009,GHA,24170940.00000000000,2875.4161213991800,2784.1382791989500,1074.75538037586000
2010,GHA,24779619.00000000000,3026.3552331940600,2964.4311195797800,1298.43695159215000
2011,GHA,25387710.00000000000,3368.8008373384200,3368.8008373384200,1558.48213300300000
2012,GHA,25996449.00000000000,3595.6411839919700,3664.6001527244200,1613.28683693408000
2013,GHA,26607642.00000000000,3769.9396725733900,3909.6695229590100,2378.15951253814000
2014,GHA,27224472.00000000000,3791.2802509819200,4006.1864753164800,1968.85826340022000
2015,GHA,27849205.00000000000,3786.9609658024100,4044.4133691776500,1766.00570099775000
2016,GHA,28481946.00000000000,3830.4976622849700,4135.6449997765000,1931.38947036943000
2017,GHA,29121471.00000000000,4051.4618921633700,4457.3558464918500,2025.88585713133000
2018,GHA,29767108.00000000000,4211.8457830534400,4746.6849954927700,2202.31216442504000
2006,GIB,33417.00000000000,,,
2007,GIB,33517.00000000000,,,
2008,GIB,33559.00000000000,,,
2009,GIB,33565.00000000000,,,
2010,GIB,33585.00000000000,,,
2011,GIB,33612.00000000000,,,
2012,GIB,33646.00000000000,,,
2013,GIB,33692.00000000000,,,
2014,GIB,33725.00000000000,,,
2015,GIB,33736.00000000000,,,
2016,GIB,33737.00000000000,,,
2017,GIB,33728.00000000000,,,
2018,GIB,33718.00000000000,,,
2006,GIN,9307425.00000000000,1582.9017564978300,1453.0041807393900,453.40351845416300
2007,GIN,9518162.00000000000,1653.5349361095200,1558.6144355730000,659.99272295454600
2008,GIN,9738792.00000000000,1682.8670108790100,1617.1176141849700,715.09682041101000
2009,GIN,9964469.00000000000,1626.2884633549000,1574.6632044487400,674.08555024505700
2010,GIN,10192176.00000000000,1666.4852830749700,1632.3863039221700,672.42440256244300
2011,GIN,10420471.00000000000,1721.4513585185100,1721.4513585185100,651.13536353304700
2012,GIN,10652029.00000000000,1783.6449844726600,1817.8526020908000,717.05073788558400
2013,GIN,10892810.00000000000,1813.0396253409200,1880.2385138099000,769.00394326832600
2014,GIN,11150977.00000000000,1836.5323176650600,1940.6349426703000,787.23807021997000
2015,GIN,11432088.00000000000,1859.9091643684000,1986.3530566478200,769.25601374601600
2016,GIN,11738441.00000000000,2007.3701049520900,2167.2823923076600,732.96217259534400
2017,GIN,12067539.00000000000,2153.7469635896400,2369.5191700036300,855.57363987736700
2018,GIN,12414318.00000000000,2222.6301262984100,2504.8697446330500,878.59961325050100
2006,GMB,1591445.00000000000,2310.7639599581400,2121.1358700805800,662.36246097695600
2007,GMB,1639848.00000000000,2310.8043205395300,2178.1535382926000,780.38009914809700
2008,GMB,1689285.00000000000,2383.5096600316500,2290.3862455560100,924.51151643002700
2009,GMB,1740279.00000000000,2467.8902906133000,2389.5490380767900,833.28040272409600
2010,GMB,1793196.00000000000,2536.5715159190300,2484.6691678338900,860.63787368812500
2011,GMB,1848147.00000000000,2261.0490170476100,2261.0490170476100,762.76105413115900
2012,GMB,1905011.00000000000,2308.5342199013900,2352.8084205076000,742.78113779662700
2013,GMB,1963711.00000000000,2303.8630545213600,2389.2539275528800,700.51497196066800
2014,GMB,2024042.00000000000,2203.7336836449000,2328.6508762656100,607.42840411500400
2015,GMB,2085860.00000000000,2225.2010520991200,2376.4789142237600,660.72357124432200
2016,GMB,2149139.00000000000,2201.6528880187000,2377.0422436823800,682.71802032825500
2017,GMB,2213894.00000000000,2240.3274778473200,2464.7737155703200,679.77733256110900
